Alternatives,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12
A37,0.816374269005848,0.6666666666666667,0.9995042141794744,0.4166666666666667,0.5,0.125,0.125,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9770454172815216
A38,0.6549707602339181,0.33333333333333337,0.9995042141794744,0.5833333333333334,0.0625,0.0625,0.0625,0.20833333333333334,0.0004959087527894868,1.0,0.6666666666666666,0.9786850303328415
A39,0.8222222222222222,0.6666666666666667,0.9995042141794744,0.4166666666666667,0.5,0.5,0.25,0.875,0.001983635011157947,1.0,0.3333333333333333,0.927857025741925
A40,0.8257309941520468,0.6666666666666667,0.9995042141794744,0.4166666666666667,0.5,0.25,0.1875,0.6666666666666666,0.001983635011157947,1.0,0.6666666666666666,0.9426135432038039
A41,0.8421052631578947,0.7333333333333334,0.9995042141794744,0.4166666666666667,0.5,0.125,0.125,0.5416666666666666,0.001983635011157947,1.0,0.6666666666666666,0.9590096737170027
A42,0.7906432748538011,0.6,0.9995042141794744,0.5,0.125,0.0625,0.0625,0.5416666666666666,0.001983635011157947,1.0,0.6666666666666666,0.9803246433841614
A43,0.7964912280701755,0.6,0.9995042141794744,0.4166666666666667,0.5,0.0625,0.0625,0.20833333333333334,0.0004959087527894868,1.0,0.6666666666666666,0.9803246433841614
A44,0.8046783625730994,0.6666666666666667,0.999008428358949,0.4166666666666667,0.0625,0.0625,0.0625,0.20833333333333334,0.001239771881973717,1.0,0.6666666666666666,0.9819642564354812
A45,0.7976608187134503,0.33333333333333337,0.999008428358949,0.4166666666666667,0.0625,0.125,0.125,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9786850303328415
A46,0.8362573099415205,0.7333333333333334,0.999008428358949,0.4166666666666667,0.5,0.125,0.125,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9622888998196426
A47,0.8280701754385965,0.6666666666666667,0.999008428358949,0.4166666666666667,0.0625,0.125,0.125,0.5416666666666666,0.001983635011157947,1.0,0.6666666666666666,0.9786850303328415
A48,0.8350877192982455,0.7333333333333334,0.999008428358949,0.4166666666666667,0.5,0.125,0.125,0.5416666666666666,0.001983635011157947,1.0,0.6666666666666666,0.9590096737170027
A49,0.8713450292397661,0.8,0.999008428358949,0.3333333333333333,0.5,0.0625,0.0625,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9672077389736022
A50,0.5555555555555556,0.1333333333333333,0.999008428358949,0.75,0.0625,0.0625,0.0625,0.20833333333333334,0.0004959087527894868,1.0,0.6666666666666666,0.9590096737170027
A51,0.6175438596491227,0.2666666666666667,0.9985126425384234,0.6666666666666666,0.0625,0.0625,0.0625,0.20833333333333334,0.0007438631291842301,1.0,0.6666666666666666,0.9590096737170027
A52,0.6374269005847953,0.33333333333333337,0.9985126425384234,0.6666666666666666,0.0625,0.0625,0.125,0.20833333333333334,0.0004959087527894868,1.0,0.6666666666666666,0.9540908345630431
A53,0.7953216374269005,0.6,0.9985126425384234,0.5,0.0625,0.125,0.125,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9245777996392851
A54,0.7871345029239766,0.6,0.9985126425384234,0.4166666666666667,0.0625,0.0625,0.0625,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9540908345630431
A55,0.8526315789473684,0.7333333333333334,0.9985126425384234,0.4166666666666667,0.0625,0.0625,0.0625,0.3333333333333333,0.0002479543763947434,1.0,0.6666666666666666,0.9540908345630431
A56,0.8502923976608188,0.7333333333333334,0.9985126425384234,0.4166666666666667,0.0625,0.0625,0.0625,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9672077389736022
A57,0.8643274853801169,0.4,0.9985126425384234,0.3333333333333333,0.0625,0.03125,0.0625,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9672077389736022
A58,0.7789473684210526,0.6,0.9985126425384234,0.4166666666666667,0.0625,0.03125,0.0625,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9770454172815216
A59,0.8713450292397661,0.8,0.9980168567178979,0.3333333333333333,0.0625,0.03125,0.03125,0.20833333333333334,1.0,1.0,0.6666666666666666,0.9868830955894409
A60,0.7929824561403509,0.6,0.9980168567178979,0.5,0.0625,0.0625,0.125,0.5416666666666666,0.0004959087527894868,1.0,0.6666666666666666,0.9393343171011641
A61,0.8713450292397661,0.8,0.9980168567178979,0.3333333333333333,0.0625,0.03125,0.0625,0.3333333333333333,0.0002479543763947434,1.0,0.6666666666666666,0.9737661911788817
A62,0.847953216374269,0.7333333333333334,0.9980168567178979,0.4166666666666667,0.0625,0.0625,0.125,0.5416666666666666,0.0004959087527894868,1.0,0.6666666666666666,0.9393343171011641
A63,0.8725146198830409,0.8,0.9980168567178979,0.3333333333333333,0.0625,0.03125,0.0625,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9622888998196426
A64,0.8421052631578947,0.7333333333333334,0.9980168567178979,0.4166666666666667,0.0625,0.03125,0.0625,0.3333333333333333,0.0002479543763947434,1.0,0.6666666666666666,0.9426135432038039
A65,0.8046783625730994,0.6666666666666667,1.0,0.4166666666666667,0.5,0.5,0.25,0.5416666666666666,0.003223406893131664,1.0,0.6666666666666666,0.9311362518445647
A66,0.8315789473684211,0.4666666666666667,0.9995042141794744,0.4166666666666667,0.5,0.5,0.25,0.6666666666666666,0.001983635011157947,1.0,0.6666666666666666,0.926217412690605
A67,0.7555555555555555,0.5333333333333333,0.9995042141794744,0.5,0.5,0.5,0.1875,0.5416666666666666,0.001239771881973717,1.0,1.0,0.9311362518445647
A68,0.8280701754385965,0.6666666666666667,0.9995042141794744,0.4166666666666667,0.5,0.25,0.1875,0.5416666666666666,0.001239771881973717,1.0,0.3333333333333333,0.9508116084604034
A69,0.8502923976608188,0.7333333333333334,0.999008428358949,0.4166666666666667,0.5,0.125,0.1875,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9672077389736022
A70,0.8502923976608188,0.7333333333333334,0.999008428358949,0.4166666666666667,0.5,0.125,0.125,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.970486965076242
A71,0.839766081871345,0.7333333333333334,0.999008428358949,0.4166666666666667,0.5,0.125,0.0625,0.3333333333333333,0.001239771881973717,1.0,0.6666666666666666,0.9737661911788817
A72,0.8187134502923976,0.6666666666666667,0.999008428358949,0.4166666666666667,0.5,0.125,0.1875,0.5416666666666666,0.001239771881973717,1.0,0.3333333333333333,0.9508116084604034
A73,0.8187134502923976,0.6666666666666667,0.999008428358949,0.4166666666666667,0.5,0.125,0.0625,0.5416666666666666,0.001239771881973717,1.0,0.3333333333333333,0.9590096737170027
A74,0.8327485380116959,0.7333333333333334,0.999008428358949,0.3333333333333333,0.5,0.125,0.0625,0.3333333333333333,0.001239771881973717,1.0,0.6666666666666666,0.9672077389736022
A75,0.8210526315789474,0.6666666666666667,0.999008428358949,0.4166666666666667,0.5,0.125,0.0625,0.20833333333333334,0.0004959087527894868,1.0,0.6666666666666666,0.9803246433841614
A76,0.7660818713450293,0.6666666666666667,0.9995042141794744,0.4166666666666667,0.5,0.125,0.125,0.3333333333333333,0.001239771881973717,1.0,0.6666666666666666,0.9721265781275619
A77,0.8198830409356725,0.6666666666666667,0.999008428358949,0.4166666666666667,0.5,0.0625,0.0625,0.3333333333333333,0.001239771881973717,1.0,0.6666666666666666,0.9836038694868011
A78,0.752046783625731,0.5333333333333333,0.999008428358949,0.4166666666666667,0.25,0.125,0.125,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9508116084604034
A79,0.8175438596491228,0.6666666666666667,0.999008428358949,0.3333333333333333,0.0625,0.125,0.0625,0.20833333333333334,0.0004959087527894868,1.0,0.6666666666666666,0.9770454172815216
A80,0.847953216374269,0.7333333333333334,0.999008428358949,0.4166666666666667,0.0625,0.125,0.125,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9606492867683227
A81,0.8421052631578947,0.7333333333333334,0.999008428358949,0.3333333333333333,0.0625,0.0625,0.0625,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9770454172815216
A82,0.7614035087719299,0.5333333333333333,0.999008428358949,0.5,0.5,0.5,0.1875,1.0,0.001983635011157947,1.0,0.6666666666666666,0.9196589604853255
A83,0.8257309941520468,0.6666666666666667,0.9985126425384234,0.4166666666666667,0.0625,0.0625,0.0625,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9622888998196426
A84,0.8292397660818713,0.6666666666666667,0.9985126425384234,0.4166666666666667,0.0625,0.0625,0.0625,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9622888998196426
A85,0.8175438596491228,0.6666666666666667,0.9985126425384234,0.4166666666666667,0.0625,0.0625,0.0625,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9721265781275619
A86,0.8853801169590643,0.8,0.9985126425384234,0.3333333333333333,0.0625,0.0625,0.0625,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9737661911788817
A87,0.8327485380116959,0.4666666666666667,0.9985126425384234,0.4166666666666667,0.0625,0.125,0.125,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9491719954090835
A88,0.5625730994152047,0.1333333333333333,0.9980168567178979,0.5833333333333334,0.0625,0.0625,0.0625,0.20833333333333334,0.0004959087527894868,1.0,0.6666666666666666,0.9688473520249221
A89,0.8467836257309942,0.7333333333333334,0.9985126425384234,0.3333333333333333,0.0625,0.03125,0.0625,0.3333333333333333,0.0002479543763947434,1.0,0.6666666666666666,0.9639285128709625
A90,0.8327485380116959,0.7333333333333334,0.9985126425384234,0.3333333333333333,0.0625,0.0625,0.0625,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9672077389736022
A91,0.8549707602339182,0.7333333333333334,0.9980168567178979,0.3333333333333333,0.0625,0.03125,0.0625,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9622888998196426
A92,0.7941520467836257,0.6,0.9980168567178979,0.4166666666666667,0.0625,0.03125,0.0625,0.3333333333333333,0.0002479543763947434,1.0,0.6666666666666666,0.9622888998196426
A93,0.8362573099415205,0.7333333333333334,0.9980168567178979,0.3333333333333333,0.0625,0.03125,0.0625,0.3333333333333333,0.0002479543763947434,1.0,0.6666666666666666,0.9721265781275619
A94,0.8467836257309942,0.7333333333333334,0.9975210708973723,0.3333333333333333,0.0625,0.03125,0.0625,0.3333333333333333,0.0002479543763947434,0.75,0.6666666666666666,0.9672077389736022
A95,0.49473684210526314,0.0,0.999008428358949,0.8333333333333334,0.5,0.125,0.0625,0.20833333333333334,0.17852715100421523,0.5,0.6666666666666666,0.9655681259222824
A96,0.6362573099415205,0.33333333333333337,0.999008428358949,0.6666666666666666,0.5,0.0625,0.0625,0.20833333333333334,0.17852715100421523,0.5,0.6666666666666666,0.9786850303328415
A97,0.8128654970760234,0.6666666666666667,1.0,0.4166666666666667,0.25,0.125,0.0625,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9786850303328415
A98,0.7742690058479532,0.6,0.9995042141794744,0.4166666666666667,0.5,0.5,0.25,0.8333333333333334,0.001983635011157947,1.0,1.0,0.9590096737170027
A99,0.8128654970760234,0.6666666666666667,0.9985126425384234,0.4166666666666667,0.5,0.0625,0.0625,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9754058042302016
A100,0.8339181286549707,0.9333333333333333,0.9985126425384234,0.4166666666666667,0.5,0.125,0.125,0.6666666666666666,0.001983635011157947,1.0,0.6666666666666666,0.9672077389736022
A101,0.7286549707602339,0.4666666666666667,0.9985126425384234,0.5,0.0625,0.03125,0.0625,0.3333333333333333,0.0004959087527894868,0.75,0.6666666666666666,0.9606492867683227
A102,0.8362573099415205,0.7333333333333334,0.9985126425384234,0.4166666666666667,0.0625,0.0625,0.0625,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9606492867683227
A103,0.8128654970760234,0.6666666666666667,0.9985126425384234,0.4166666666666667,0.0625,0.0625,0.0625,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9540908345630431
A104,0.8596491228070176,0.7333333333333334,1.0,0.4166666666666667,0.5,0.125,0.125,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9754058042302016
A105,0.7953216374269005,0.6666666666666667,1.0,0.4166666666666667,0.5,0.25,0.1875,0.5416666666666666,0.001983635011157947,1.0,0.6666666666666666,0.9622888998196426
A106,0.42690058479532167,0.4666666666666667,1.0,0.75,0.5,0.25,0.25,0.3333333333333333,0.001239771881973717,1.0,0.6666666666666666,0.926217412690605
A107,0.8011695906432749,0.6,1.0,0.4166666666666667,0.5,0.5,0.375,0.9583333333333334,0.001983635011157947,1.0,0.6666666666666666,0.868830955894409
A108,0.8011695906432749,0.6,1.0,0.4166666666666667,0.5,0.25,0.25,0.5,0.003223406893131664,1.0,0.6666666666666666,0.9098212821774061
A109,0.6842105263157895,0.4,0.9995042141794744,0.5,0.5,0.0625,0.0625,0.20833333333333334,0.0004959087527894868,1.0,0.6666666666666666,0.9803246433841614
A110,0.6257309941520468,0.2666666666666667,0.9995042141794744,0.5833333333333334,0.5,0.25,0.25,0.3333333333333333,0.0004959087527894868,1.0,0.3333333333333333,0.9360550909985244
A111,0.8245614035087719,0.6666666666666667,0.9995042141794744,0.4166666666666667,0.5,0.125,0.125,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9786850303328415
A112,0.7953216374269005,0.6,0.9995042141794744,0.4166666666666667,0.5,0.25,0.125,0.6666666666666666,0.001983635011157947,1.0,0.6666666666666666,0.9540908345630431
A113,0.8233918128654971,0.6666666666666667,0.9995042141794744,0.4166666666666667,0.5,0.5,0.25,0.6666666666666666,0.001983635011157947,1.0,0.6666666666666666,0.927857025741925
A114,0.42690058479532167,0.4666666666666667,0.9995042141794744,0.75,0.5,0.25,0.1875,0.3333333333333333,0.001239771881973717,1.0,0.3333333333333333,0.940973930152484
A115,0.4970760233918129,0.0,0.9995042141794744,0.75,0.5,0.25,0.25,0.3333333333333333,0.001239771881973717,1.0,0.6666666666666666,0.9344154779472045
A116,0.8269005847953217,0.6666666666666667,0.9995042141794744,0.4166666666666667,0.0625,0.125,0.125,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9622888998196426
A117,0.8245614035087719,0.6666666666666667,0.9995042141794744,0.4166666666666667,0.5,0.25,0.125,0.5416666666666666,0.001983635011157947,1.0,0.6666666666666666,0.955730447614363
A118,0.8315789473684211,0.4666666666666667,0.9995042141794744,0.4166666666666667,0.5,0.25,0.1875,0.6666666666666666,0.001983635011157947,1.0,0.6666666666666666,0.940973930152484
A119,0.7274853801169591,0.4666666666666667,0.9995042141794744,0.5,0.5,0.25,0.1875,0.9583333333333334,0.001983635011157947,1.0,0.6666666666666666,0.8852270864076078
A120,0.8011695906432749,0.6,0.9995042141794744,0.4166666666666667,0.5,0.5,0.25,0.9583333333333334,0.001983635011157947,1.0,1.0,0.8868666994589277
A121,0.8187134502923976,0.6666666666666667,0.9995042141794744,0.4166666666666667,0.5,0.25,0.1875,0.6666666666666666,0.001983635011157947,1.0,0.6666666666666666,0.926217412690605
A122,0.7637426900584795,0.5333333333333333,0.9995042141794744,0.4166666666666667,0.125,0.25,0.125,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9721265781275619
A123,0.8421052631578947,0.7333333333333334,0.9995042141794744,0.3333333333333333,0.5,0.0625,0.0625,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9819642564354812
A124,0.8538011695906433,0.7333333333333334,0.9995042141794744,0.3333333333333333,0.125,0.0625,0.0625,0.20833333333333334,0.0004959087527894868,1.0,0.6666666666666666,0.985243482538121
A125,0.8128654970760234,0.6666666666666667,0.9995042141794744,0.4166666666666667,0.125,0.125,0.125,0.3333333333333333,0.001239771881973717,1.0,0.6666666666666666,0.9754058042302016
A126,0.8210526315789474,0.6666666666666667,0.9995042141794744,0.4166666666666667,0.0625,0.125,0.125,0.3333333333333333,0.001239771881973717,1.0,0.6666666666666666,0.9819642564354812
A127,0.8362573099415205,0.7333333333333334,0.9995042141794744,0.4166666666666667,0.125,0.125,0.125,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9622888998196426
A128,0.8011695906432749,0.6,0.999008428358949,0.4166666666666667,0.5,0.125,0.1875,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.970486965076242
A129,0.7836257309941521,0.6,0.999008428358949,0.4166666666666667,0.5,0.25,0.25,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9180193474340056
A130,0.4035087719298246,0.19999999999999996,0.999008428358949,0.8333333333333334,0.125,0.0625,0.125,0.20833333333333334,0.0004959087527894868,1.0,0.6666666666666666,0.9737661911788817
A131,0.8421052631578947,0.7333333333333334,0.999008428358949,0.4166666666666667,0.125,0.0625,0.125,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9786850303328415
A132,0.7637426900584795,0.5333333333333333,0.999008428358949,0.4166666666666667,0.125,0.0625,0.125,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9721265781275619
A133,0.8011695906432749,0.6,0.999008428358949,0.4166666666666667,0.5,0.5,0.25,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9180193474340056
A134,0.7777777777777778,0.6,0.999008428358949,0.5,0.5,0.125,0.125,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9508116084604034
A135,0.7777777777777778,0.6,0.999008428358949,0.5,0.5,0.125,0.125,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.940973930152484
A136,0.8011695906432749,0.6,0.999008428358949,0.4166666666666667,0.5,0.125,0.125,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9639285128709625
A137,0.8362573099415205,0.7333333333333334,0.999008428358949,0.4166666666666667,0.5,0.0625,0.125,0.3333333333333333,0.001239771881973717,1.0,0.6666666666666666,0.9672077389736022
A138,0.8362573099415205,0.7333333333333334,0.999008428358949,0.4166666666666667,0.5,0.0625,0.125,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9655681259222824
A139,0.6818713450292397,0.4,0.999008428358949,0.5833333333333334,0.5,0.125,0.125,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9737661911788817
A140,0.8187134502923976,0.6666666666666667,0.999008428358949,0.4166666666666667,0.125,0.0625,0.0625,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.9819642564354812
A141,0.8175438596491228,0.6666666666666667,0.999008428358949,0.4166666666666667,0.0625,0.25,0.1875,0.5416666666666666,0.001983635011157947,1.0,0.6666666666666666,0.9508116084604034
A142,0.5906432748538012,0.19999999999999996,0.999008428358949,0.6666666666666666,0.125,0.0625,0.0625,0.20833333333333334,0.0004959087527894868,1.0,0.6666666666666666,0.9540908345630431
A143,0.8011695906432749,0.6,0.999008428358949,0.4166666666666667,0.5,0.125,0.125,0.5416666666666666,0.003223406893131664,1.0,0.6666666666666666,0.9540908345630431
A144,0.8187134502923976,0.6666666666666667,0.999008428358949,0.4166666666666667,0.125,0.125,0.125,0.3333333333333333,0.0004959087527894868,1.0,0.6666666666666666,0.970486965076242
A145,0.8011695906432749,0.6,0.999008428358949,0.4166666666666667,0.5,0.125,0.125,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9590096737170027
A146,0.8011695906432749,0.6,0.999008428358949,0.4166666666666667,0.5,0.125,0.125,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9393343171011641
A147,0.6502923976608187,0.33333333333333337,0.999008428358949,0.5833333333333334,0.125,0.0625,0.125,0.20833333333333334,0.0004959087527894868,1.0,0.6666666666666666,0.9639285128709625
A148,0.8245614035087719,0.6666666666666667,0.999008428358949,0.3333333333333333,0.125,0.0625,0.0625,0.20833333333333334,0.0004959087527894868,1.0,0.6666666666666666,0.985243482538121
A149,0.672514619883041,0.4,0.999008428358949,0.5833333333333334,0.125,0.0625,0.0625,0.20833333333333334,0.0004959087527894868,1.0,0.6666666666666666,0.9737661911788817
A150,0.7836257309941521,0.6,0.999008428358949,0.4166666666666667,0.125,0.125,0.125,0.5416666666666666,0.001239771881973717,1.0,0.6666666666666666,0.9344154779472045
A151,0.8362573099415205,0.7333333333333334,0.9985126425384234,0.4166666666666667,0.0625,0.0625,0.125,0.3333333333333333,0.001239771881973717,1.0,0.6666666666666666,0.9868830955894409
A152,0.8269005847953217,0.6666666666666667,0.9985126425384234,0.3333333333333333,0.125,0.0625,0.0625,0.20833333333333334,0.0004959087527894868,1.0,0.6666666666666666,0.9737661911788817
A153,0.6736842105263158,0.4,0.9985126425384234,0.5833333333333334,0.125,0.125,0.125,0.20833333333333334,0.0004959087527894868,1.0,0.6666666666666666,0.9606492867683227
A154,0.6853801169590643,0.4,0.9985126425384234,0.5833333333333334,0.125,0.125,0.125,0.20833333333333334,0.0004959087527894868,1.0,0.6666666666666666,0.9606492867683227
